t,w1,w2,w3,v1,v2,v3,qw,qx,qy,qz
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.1,0.0,0.0,0.02357219533617226,0.0,0.0,7.5613137668698185,0.9999999792561779,0.0,0.0,0.0002036851586288245
0.2,0.0,0.0,0.1948335098264672,0.0,0.0,17.617329905118876,0.9999892255151255,0.0,0.0,0.004642074284145302
0.30000000000000004,0.0,0.0,0.6539483270475428,0.0,0.0,27.745416364283713,0.9996984530698974,0.0,0.0,0.024556117967920257
0.4,0.0,0.0,1.3849575600340458,0.0,0.0,37.55112466771091,0.9972211726373301,0.0,0.0,0.07449787140467945
0.5,0.0,0.0,2.2814015667485523,0.0,0.0,47.32740797966502,0.9862948833458237,0.0,0.0,0.16499213037550586
0.6,0.0,0.0,3.233647762767789,0.0,0.0,57.066773177329566,0.9542743438974269,0.0,0.0,0.298932227401355
0.7,0.0,0.0,4.1680334175547005,0.0,0.0,66.75865559921367,0.8828990618224523,0.0,0.0,0.46956282501176927
0.7999999999999999,0.0,0.0,5.058947077702189,0.0,0.0,76.47342226779519,0.752006156897781,0.0,0.0,0.659156081658836
0.8999999999999999,0.0,0.0,5.911618604289249,0.0,0.0,86.21624881289993,0.5452245072984707,0.0,0.0,0.8382900671254192
0.9999999999999999,0.0,0.0,6.7315080884587175,0.0,0.0,95.8459860835032,0.2574978264611317,0.0,0.0,0.9662788776371927
1.0999999999999999,0.0,0.0,7.524291914658197,0.0,0.0,105.47115354589957,-0.09591371830090469,0.0,0.0,0.9953896516649622
1.2,0.0,0.0,8.307096561441233,0.0,0.0,115.16806928137613,-0.4722831681248359,0.0,0.0,0.8814468838823857
1.3,0.0,0.0,9.069036964536602,0.0,0.0,124.52135459367884,-0.7994393180980183,0.0,0.0,0.6007468490795232
1.4000000000000001,0.0,0.0,9.813540055704895,0.0,0.0,133.8983713299545,-0.9851747861733572,0.0,0.0,0.1715536087882734
1.5000000000000002,0.0,0.0,10.527386591924426,0.0,0.0,142.76246344633014,-0.9440168676838491,0.0,0.0,-0.3298971862995715
1.6000000000000003,0.0,0.0,11.21745257757405,0.0,0.0,151.56299998090995,-0.6373866971274851,0.0,0.0,-0.7705440923950527
1.7000000000000004,0.0,0.0,11.894506340493912,0.0,0.0,159.6136152882119,-0.11363694872613153,0.0,0.0,-0.993522341914974
1.8000000000000005,0.0,0.0,12.410826027462877,0.0,0.0,164.91568812393106,0.4734546186929309,0.0,0.0,-0.8808182128216534
1.9000000000000006,0.0,0.0,12.613474248184435,0.0,0.0,166.18253520432717,0.8996517949293783,0.0,0.0,-0.4366081170573309
2.0000000000000004,0.0,0.0,12.562608218218301,0.0,0.0,164.5373295803732,0.9842167527287295,0.0,0.0,0.17696718240429432
2.1000000000000005,0.0,0.0,12.361200485385332,0.0,0.0,161.71072236464968,0.6956561087814586,0.0,0.0,0.718374956631312
2.2000000000000006,0.0,0.0,12.160103585962077,0.0,0.0,158.94905130284084,0.15564233887013004,0.0,0.0,0.9878134754856485
2.3000000000000007,0.0,0.0,11.960189077109503,0.0,0.0,156.24970170317522,-0.43180480197190974,0.0,0.0,0.9019670797728705
2.400000000000001,0.0,0.0,11.762383686557166,0.0,0.0,153.61019395360137,-0.8619924079970485,0.0,0.0,0.5069211857433559
2.500000000000001,0.0,0.0,11.56743018833755,0.0,0.0,151.0281748400822,-0.9986889785362997,0.0,0.0,-0.05118910186868239
2.600000000000001,0.0,0.0,11.375813773856514,0.0,0.0,148.50140952473183,-0.8113386391390074,0.0,0.0,-0.5845764386631259
2.700000000000001,0.0,0.0,11.187787696354263,0.0,0.0,146.0277741259855,-0.3734919731894181,0.0,0.0,-0.9276334114094181
2.800000000000001,0.0,0.0,11.003436803754191,0.0,0.0,143.60524884870887,0.1707692726660755,0.0,0.0,-0.9853110450579042
2.9000000000000012,0.0,0.0,10.82274093838142,0.0,0.0,141.2319116172409,0.6570441613862066,0.0,0.0,-0.7538520876062468
3.0000000000000013,0.0,0.0,10.645622632476314,0.0,0.0,138.9059321689002,0.9500052162250366,0.0,0.0,-0.3122340294478191
3.1000000000000014,0.0,0.0,10.471977422509088,0.0,0.0,136.6255665695334,0.9780155069726537,0.0,0.0,0.20853217526564824
3.2000000000000015,0.0,0.0,10.301690840296274,0.0,0.0,134.3891521163043,0.7457630685367048,0.0,0.0,0.6662112619933095
3.3000000000000016,0.0,0.0,10.13464696902215,0.0,0.0,132.19510259616303,0.32503418385460114,0.0,0.0,0.9457022678020676
3.4000000000000017,0.0,0.0,9.970732320964453,0.0,0.0,130.04190387133892,-0.17049313563775176,0.0,0.0,0.9853588639173076
3.5000000000000018,0.0,0.0,9.809837377853093,0.0,0.0,127.92810976580957,-0.6175364126837032,0.0,0.0,0.786542293211079
3.600000000000002,0.0,0.0,9.651857063869507,0.0,0.0,125.85233822904094,-0.9135501041691829,0.0,0.0,0.4067262066457913
3.700000000000002,0.0,0.0,9.496690771270368,0.0,0.0,123.81326775540295,-0.9982219492377176,0.0,0.0,-0.05960654376871343
3.800000000000002,0.0,0.0,9.344242216084307,0.0,0.0,121.80963403956531,-0.8625663861089592,0.0,0.0,-0.5059438996123286
3.900000000000002,0.0,0.0,9.194419238947528,0.0,0.0,119.84022684989212,-0.5455367432443721,0.0,0.0,-0.8380869058578138
4.000000000000002,0.0,0.0,9.047133595473918,0.0,0.0,117.90388710340198,-0.12085721347502304,0.0,0.0,-0.9926699018057578
