t,w1,w2,w3,v1,v2,v3,qw,qx,qy,qz
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.2,0.0,0.0,0.19559341315676715,0.0,0.0,16.04295748834872,0.999993330305358,0.0,0.0,0.003652306777794537
0.4,0.0,0.0,1.2869760008757198,0.0,0.0,35.97856632899057,0.9977390755811747,0.0,0.0,0.06720667421040147
0.6000000000000001,0.0,0.0,3.1071477706725155,0.0,0.0,55.5171967769308,0.9603145600679321,0.0,0.0,0.27891924587868455
0.8,0.0,0.0,4.91552741668317,0.0,0.0,74.93104618106648,0.7740569778725034,0.0,0.0,0.6331159412042054
1.0,0.0,0.0,6.576594490344373,0.0,0.0,94.36069797129252,0.302620874501386,0.0,0.0,0.9531110146861259
1.2,0.0,0.0,8.090946708422504,0.0,0.0,113.4685638316429,-0.41892759056371515,0.0,0.0,0.9080196439860099
1.4,0.0,0.0,9.364485778702935,0.0,0.0,132.0234491934095,-0.9703151377586785,0.0,0.0,0.24184402708431021
1.5999999999999999,0.0,0.0,9.027983589304828,0.0,0.0,149.74315860782718,-0.6865380605394562,0.0,0.0,-0.7270938670011748
1.7999999999999998,0.0,0.0,-9.464747687661653,0.0,0.0,163.34491338876163,0.43294089359767457,0.0,0.0,-0.9014223109346955
1.9999999999999998,0.0,0.0,-268.31596176983817,0.0,0.0,162.82064510681306,0.9509737745526692,0.0,0.0,-0.3092715313653184
2.1999999999999997,0.0,0.0,-3272.5683281557067,0.0,0.0,157.30992209505658,0.9704566158092998,0.0,0.0,-0.2412756863671953
2.4,0.0,0.0,-32913.217803884196,0.0,0.0,152.04255636204536,0.9718358684686021,0.0,0.0,-0.23565874640648857
2.6,0.0,0.0,-283177.5996406897,0.0,0.0,146.9998002255267,0.9719703148107547,0.0,0.0,-0.23510360934422564
2.8000000000000003,0.0,0.0,-2092436.691547134,0.0,0.0,142.16473172141028,0.9719858051545146,0.0,0.0,-0.23503955960248457
3.0000000000000004,0.0,0.0,-13295533.134456813,0.0,0.0,137.5220355852184,0.9719878839208642,0.0,0.0,-0.23503096287732103
3.2000000000000006,0.0,0.0,-72713848.55841851,0.0,0.0,133.05781494944256,0.9719882080549175,0.0,0.0,-0.23502962239298728
3.400000000000001,0.0,0.0,-342547402.1912876,0.0,0.0,128.75942884207632,0.9719882667107062,0.0,0.0,-0.23502937981605013
3.600000000000001,0.0,0.0,-1390923448.702604,0.0,0.0,124.61535145003067,0.9719882790177863,0.0,0.0,-0.23502932891884437
3.800000000000001,0.0,0.0,-4870951465.890668,0.0,0.0,120.61504981678776,0.9719882820092802,0.0,0.0,-0.2350293165472086
4.000000000000001,0.0,0.0,-14718846370.534569,0.0,0.0,116.74887721346455,0.9719882828509935,0.0,0.0,-0.23502931306621558
4.200000000000001,0.0,0.0,-38396255075.6477,0.0,0.0,113.00797988488576,0.9719882831249268,0.0,0.0,-0.23502931193333557
4.400000000000001,0.0,0.0,-86509476954.10544,0.0,0.0,109.38421524932772,0.9719882832279614,0.0,0.0,-0.2350293115072257
4.600000000000001,0.0,0.0,-168429982348.95663,0.0,0.0,105.87007993944992,0.9719882832727119,0.0,0.0,-0.23502931132215507
4.800000000000002,0.0,0.0,-283540750766.32214,0.0,0.0,102.45864632601578,0.9719882832951328,0.0,0.0,-0.23502931122943094
5.000000000000002,0.0,0.0,-413024957630.76776,0.0,0.0,99.14350637590098,0.9719882833080752,0.0,0.0,-0.23502931117590642
5.200000000000002,0.0,0.0,-521103010620.22424,0.0,0.0,95.91872186997244,0.9719882833166695,0.0,0.0,-0.2350293111403642
5.400000000000002,0.0,0.0,-570185064846.6193,0.0,0.0,92.7787801513541,0.971988283323221,0.0,0.0,-0.23502931111326947
5.600000000000002,0.0,0.0,-541995156485.669,0.0,0.0,89.71855469570228,0.9719882833289392,0.0,0.0,-0.23502931108962105
5.8000000000000025,0.0,0.0,-448584116893.55884,0.0,0.0,86.73326989666477,0.9719882833346325,0.0,0.0,-0.2350293110660754
6.000000000000003,0.0,0.0,-324224447294.2163,0.0,0.0,83.81846954514006,0.9719882833410669,0.0,0.0,-0.2350293110394658
6.200000000000003,0.0,0.0,-205427631618.38928,0.0,0.0,80.9699885530745,0.9719882833492628,0.0,0.0,-0.23502931100557023
6.400000000000003,0.0,0.0,-114653939292.5694,0.0,0.0,78.18392753360217,0.9719882833609121,0.0,0.0,-0.23502931095739393
6.600000000000003,0.0,0.0,-56710451354.131035,0.0,0.0,75.45662990119479,0.9719882833791054,0.0,0.0,-0.2350293108821533
6.800000000000003,0.0,0.0,-25043403198.92919,0.0,0.0,72.78466119966048,0.9719882834095459,0.0,0.0,-0.23502931075626368
7.0000000000000036,0.0,0.0,-9961410411.21617,0.0,0.0,70.16479040355642,0.9719882834615059,0.0,0.0,-0.23502931054137757
7.200000000000004,0.0,0.0,-3606010777.923005,0.0,0.0,67.59397297088694,0.9719882835411591,0.0,0.0,-0.23502931021196344
7.400000000000004,0.0,0.0,-1201988928.8778973,0.0,0.0,65.06933545269501,0.9719882835907364,0.0,0.0,-0.23502931000693067
7.600000000000004,0.0,0.0,-373723994.61096716,0.0,0.0,62.58816148902656,-0.97198828311045,0.0,0.0,0.23502931199320568
7.800000000000004,0.0,0.0,-109893139.31682134,0.0,0.0,60.1478790413396,0.9719882790272292,0.0,0.0,-0.23502932887979183
8.000000000000004,0.0,0.0,-30999220.97143185,0.0,0.0,57.74604872923536,-0.971988254031538,0.0,0.0,0.2350294322520526
8.200000000000003,0.0,0.0,-8508939.619663756,0.0,0.0,55.38035315481548,0.9719881130432664,0.0,0.0,-0.23503001532270384
8.400000000000002,0.0,0.0,-2304168.48834542,0.0,0.0,53.048587111363446,-0.9719873341054037,0.0,0.0,0.2350332366680727
8.600000000000001,0.0,0.0,-623507.1238284975,0.0,0.0,50.748648584699914,0.9719830072554707,0.0,0.0,-0.23505112977097492
8.8,0.0,0.0,-170568.1130981326,0.0,0.0,48.47853046571501,-0.9719582893926578,0.0,0.0,0.2351533195191992
9.0,0.0,0.0,-47654.32584557262,0.0,0.0,46.23631290144391,0.9718068068859297,0.0,0.0,-0.23577856155760518
9.2,0.0,0.0,-13715.252969562782,0.0,0.0,44.020156219800384,-0.970671130902959,0.0,0.0,0.24041122193352513
9.399999999999999,0.0,0.0,-4094.9210091288096,0.0,0.0,41.82829436986645,0.9391075415768096,0.0,0.0,-0.34362337719305536
9.599999999999998,0.0,0.0,-1274.9079594036161,0.0,0.0,39.65902882558138,0.9697342227721814,0.0,0.0,-0.2441629316346638
9.799999999999997,0.0,0.0,-415.05001459205664,0.0,0.0,37.510722905889644,0.9964742674175454,0.0,0.0,-0.0838989533585858
9.999999999999996,0.0,0.0,-141.1092689497833,0.0,0.0,35.381796468986686,0.964878008089232,0.0,0.0,0.2626983622060786
10.199999999999996,0.0,0.0,-49.64145680919998,0.0,0.0,33.270720942324346,0.4705119103199946,0.0,0.0,0.8823936435894296
10.399999999999995,0.0,0.0,-17.58937740638047,0.0,0.0,31.17601465357109,-0.9862078386096873,0.0,0.0,-0.16551162818608586
10.599999999999994,0.0,0.0,-5.815539020341115,0.0,0.0,29.09623843082587,-0.6553072216735126,0.0,0.0,0.7553624595004321
10.799999999999994,0.0,0.0,-1.3075060162545942,0.0,0.0,27.029991443107175,-0.39010218445165235,0.0,0.0,0.9207715708502565
10.999999999999993,0.0,0.0,0.46527633696298154,0.0,0.0,24.975907254524945,-0.3652049573852298,0.0,0.0,0.9309271395234177
11.199999999999992,0.0,0.0,1.156373291649776,0.0,0.0,22.932650067628558,-0.44482079103999456,0.0,0.0,0.8956195977414483
11.399999999999991,0.0,0.0,1.3987874734741783,0.0,0.0,20.89891113324136,-0.5574079913915245,0.0,0.0,0.8302387193650187
11.59999999999999,0.0,0.0,1.4467733908893172,0.0,0.0,18.873405305668044,-0.6703217104877535,0.0,0.0,0.7420706195833198
11.79999999999999,0.0,0.0,1.407586578592362,0.0,0.0,16.85486772351878,-0.7693701747720268,0.0,0.0,0.6388032045718469
11.99999999999999,0.0,0.0,1.3289043009726027,0.0,0.0,14.842050597552971,-0.8494265123046995,0.0,0.0,0.527706926422114
12.199999999999989,0.0,0.0,1.2332907523360603,0.0,0.0,12.833720087922524,-0.9099199934221907,0.0,0.0,0.41478380582004465
12.399999999999988,0.0,0.0,1.1324271148297749,0.0,0.0,10.828653254003434,-0.9525136358314645,0.0,0.0,0.30449593356090027
12.599999999999987,0.0,0.0,1.0333155290681357,0.0,0.0,8.825635060657488,-0.9798353434718053,0.0,0.0,0.19980665575372875
12.799999999999986,0.0,0.0,0.941215501181043,0.0,0.0,6.8234554252755615,-0.9947500260063874,0.0,0.0,0.10233467525864279
12.999999999999986,0.0,0.0,0.8612717581988922,0.0,0.0,4.820906290347711,-0.9999216819166438,0.0,0.0,0.012515192087624015
13.199999999999985,0.0,0.0,0.7997235462426131,0.0,0.0,2.8167787067712644,-0.9975265409553447,0.0,0.0,-0.07029082507458034
13.399999999999984,0.0,-1.2421773673207968e-08,0.7652047459287347,-1.9497233836607251e-07,0.0,0.8098599198831185,-0.9890201872146756,0.0,0.0,-0.14778047665997077
13.599999999999984,-3.5759358933656073e-09,-2.3698517456465752e-08,0.7560147218446536,-3.1439527430843653e-07,4.647515161121385e-08,-1.1201980358120252,-0.9749212139576299,-1.794827324961313e-10,2.429793500479897e-09,-0.2225502787582647
