dt [s],Global Error (norm),Runtime [s]
0.2,0.12352336346477825,21.169414520263672
0.1,0.061593164063577184,43.361672163009644
0.05,0.02771185790192852,91.20227456092834
0.025,0.008845279078626008,202.30849409103394
