# Time (s), ω1 (rad/s), ω2 (rad/s), ω3 (rad/s), α1 (rad/s²), α2 (rad/s²), α3 (rad/s²), Vx (m/s), Vy (m/s), Vz (m/s), X (m), Y (m), Z (m), e0, e1, e2, e3
26.820243,-0.003879,0.001474,0.071796,0.003342,0.001188,0.002765,1.901519,5.118736,-94.606179,-10.283279,165.728334,481.391975,0.005833,-0.897135,-0.441689,0.002670
26.843118,-0.003822,0.001500,0.071859,0.001576,0.001152,0.002755,1.903078,5.117580,-94.688508,-10.239763,165.845412,479.226899,0.005799,-0.897498,-0.440952,0.002640
26.865993,-0.003805,0.001526,0.071922,-0.000195,0.001022,0.002745,1.904609,5.116441,-94.770551,-10.196212,165.962465,477.059943,0.005765,-0.897860,-0.440214,0.002610
26.888868,-0.003827,0.001547,0.071984,-0.001793,0.000816,0.002736,1.906112,5.115319,-94.852310,-10.152627,166.079492,474.891113,0.005731,-0.898223,-0.439475,0.002580
26.961505,-0.004060,0.001581,0.072182,-0.004661,-0.000056,0.002706,1.910751,5.111845,-95.110037,-10.014003,166.450924,467.991990,0.005622,-0.899371,-0.437122,0.002481
27.017678,-0.004301,0.001565,0.072333,-0.003547,-0.000630,0.002683,1.914244,5.109220,-95.307391,-9.906572,166.737995,462.643856,0.005532,-0.900257,-0.435296,0.002402
27.073850,-0.004433,0.001526,0.072483,-0.000128,-0.000793,0.002659,1.917722,5.106586,-95.503047,-9.798945,167.024918,457.284684,0.005436,-0.901141,-0.433464,0.002321
27.130023,-0.004368,0.001488,0.072632,0.003855,-0.000464,0.002636,1.921221,5.103898,-95.697013,-9.691123,167.311693,451.914568,0.005339,-0.902023,-0.431627,0.002240
27.186196,-0.004120,0.001477,0.072780,0.006265,0.000181,0.002613,1.924730,5.101146,-95.889296,-9.583105,167.598316,446.533604,0.005244,-0.902904,-0.429784,0.002161
27.242368,-0.003797,0.001501,0.072926,0.005712,0.000803,0.002591,1.928198,5.098359,-96.079902,-9.474891,167.884783,441.141887,0.005156,-0.903782,-0.427936,0.002086
27.298541,-0.003554,0.001552,0.073071,0.002346,0.001071,0.002568,1.931560,5.095597,-96.268839,-9.366485,168.171095,435.739509,0.005075,-0.904658,-0.426082,0.002013
27.354714,-0.003509,0.001608,0.073214,-0.002157,0.000845,0.002545,1.934766,5.092915,-96.456112,-9.257895,168.457253,430.326565,0.005000,-0.905532,-0.424222,0.001941
27.410886,-0.003680,0.001642,0.073357,-0.005412,0.000244,0.002523,1.937814,5.090336,-96.641729,-9.149127,168.743263,424.903148,0.004924,-0.906404,-0.422358,0.001868
27.467059,-0.003966,0.001641,0.073498,-0.005586,-0.000415,0.002500,1.940749,5.087833,-96.825698,-9.040191,169.029129,419.469351,0.004844,-0.907273,-0.420487,0.001792
27.523231,-0.004201,0.001608,0.073637,-0.002428,-0.000782,0.002478,1.943642,5.085346,-97.008026,-8.931091,169.314855,414.025266,0.004757,-0.908141,-0.418612,0.001712
27.533378,-0.004222,0.001600,0.073663,-0.001517,-0.000787,0.002474,1.944168,5.084892,-97.040786,-8.911368,169.366451,413.040820,0.004740,-0.908297,-0.418272,0.001698
27.543524,-0.004232,0.001592,0.073688,-0.000571,-0.000771,0.002470,1.944695,5.084435,-97.073492,-8.891639,169.418042,412.056043,0.004723,-0.908454,-0.417933,0.001683
27.553671,-0.004233,0.001585,0.073713,0.000377,-0.000737,0.002466,1.945224,5.083974,-97.106145,-8.871904,169.469628,411.070934,0.004707,-0.908610,-0.417593,0.001669
27.573963,-0.004208,0.001571,0.073763,0.002168,-0.000625,0.002458,1.946287,5.083045,-97.171292,-8.832420,169.572786,409.099724,0.004673,-0.908923,-0.416913,0.001640
27.594256,-0.004149,0.001560,0.073812,0.003727,-0.000463,0.002450,1.947355,5.082104,-97.236228,-8.792913,169.675925,407.127195,0.004640,-0.909235,-0.416233,0.001611
27.614549,-0.004078,0.001498,0.073862,0.003848,-0.004334,0.002442,1.948381,5.081063,-97.300951,-8.753386,169.779044,405.153350,0.004607,-0.909546,-0.415551,0.001583
27.619112,-0.004043,0.001539,0.073873,0.007583,0.008844,0.002441,1.948591,5.080784,-97.315470,-8.744494,169.802229,404.709289,0.004600,-0.909617,-0.415398,0.001577
27.623675,-0.003992,0.001639,0.073884,0.011236,0.021754,0.002439,1.948785,5.080472,-97.329979,-8.735602,169.825411,404.265161,0.004593,-0.909687,-0.415245,0.001571
27.632801,-0.003827,0.002059,0.073907,0.018088,0.046097,0.002436,1.949111,5.079721,-97.358954,-8.717814,169.871770,403.376641,0.004581,-0.909827,-0.414938,0.001557
27.640096,-0.003658,0.002529,0.073924,0.023219,0.064375,0.002434,1.949334,5.079045,-97.382087,-8.703594,169.908819,402.666283,0.004572,-0.909938,-0.414693,0.001544
27.647390,-0.003454,0.003122,0.073942,0.027968,0.081360,0.002431,1.949521,5.078297,-97.405192,-8.689373,169.945863,401.955757,0.004565,-0.910050,-0.414447,0.001529
27.659258,-0.003081,0.004236,0.073971,0.035160,0.107116,0.002427,1.949781,5.076991,-97.442747,-8.666235,170.006124,400.799531,0.004556,-0.910232,-0.414048,0.001503
27.671126,-0.002631,0.005625,0.074000,0.041149,0.128788,0.002423,1.949958,5.075519,-97.480230,-8.643094,170.066369,399.642859,0.004552,-0.910414,-0.413648,0.001471
27.682994,-0.002119,0.007241,0.074028,0.045803,0.145914,0.002418,1.950062,5.073907,-97.517641,-8.619952,170.126595,398.485742,0.004555,-0.910596,-0.413248,0.001433
27.720846,-0.000255,0.013283,0.074120,0.051183,0.168237,0.002404,1.950056,5.068154,-97.636478,-8.546136,170.318547,394.792265,0.004610,-0.911175,-0.411970,0.001256
27.725090,-0.000038,0.013995,0.074130,0.050785,0.167319,0.002403,1.950035,5.067477,-97.649756,-8.537861,170.340054,394.377894,0.004621,-0.911239,-0.411826,0.001230
27.729334,0.000176,0.014702,0.074140,0.050194,0.165742,0.002401,1.950013,5.066799,-97.663024,-8.529585,170.361557,393.963466,0.004634,-0.911304,-0.411683,0.001203
27.733577,0.000387,0.015401,0.074150,0.049418,0.163530,0.002400,1.949990,5.066122,-97.676283,-8.521310,170.383058,393.548983,0.004647,-0.911369,-0.411539,0.001175
27.737821,0.000595,0.016089,0.074160,0.048462,0.160701,0.002398,1.949968,5.065449,-97.689533,-8.513035,170.404556,393.134443,0.004662,-0.911434,-0.411396,0.001146
27.746309,0.000996,0.017420,0.074181,0.046041,0.153296,0.002395,1.949927,5.064117,-97.716005,-8.496485,170.447543,392.305194,0.004694,-0.911563,-0.411109,0.001084
27.754796,0.001372,0.018677,0.074201,0.042980,0.143693,0.002392,1.949895,5.062815,-97.742440,-8.479935,170.490519,391.475721,0.004729,-0.911693,-0.410821,0.001017
27.763283,0.001721,0.019843,0.074221,0.039334,0.132082,0.002388,1.949877,5.061550,-97.768837,-8.463385,170.533484,390.646024,0.004769,-0.911822,-0.410534,0.000947
27.779627,0.002297,0.021786,0.074260,0.030893,0.104823,0.002382,1.949894,5.059247,-97.819566,-8.431517,170.616191,389.047687,0.004853,-0.912071,-0.409980,0.000802
27.795971,0.002725,0.023251,0.074299,0.021041,0.072659,0.002376,1.950001,5.057164,-97.870157,-8.399647,170.698861,387.448521,0.004947,-0.912320,-0.409425,0.000645
27.812315,0.002986,0.024166,0.074338,0.010401,0.037671,0.002370,1.950219,5.055345,-97.920610,-8.367775,170.781500,385.848530,0.005047,-0.912568,-0.408870,0.000480
27.828659,0.003071,0.024499,0.074377,-0.000395,0.001973,0.002364,1.950560,5.053809,-97.970926,-8.335898,170.864111,384.247715,0.005151,-0.912817,-0.408314,0.000312
27.855709,0.002834,0.023801,0.074441,-0.016977,-0.053261,0.002354,1.951399,5.051890,-98.053896,-8.283125,171.000787,381.596513,0.005322,-0.913227,-0.407394,0.000034
27.882758,0.002186,0.021725,0.074504,-0.029819,-0.096618,0.002344,1.952550,5.050667,-98.136488,-8.230326,171.137420,378.943073,0.005480,-0.913636,-0.406472,-0.000230
27.909808,0.001259,0.018695,0.074567,-0.037096,-0.122074,0.002334,1.953922,5.049929,-98.218704,-8.177492,171.274027,376.287403,0.005613,-0.914046,-0.405549,-0.000466
27.936858,0.000228,0.015264,0.074630,-0.037999,-0.126895,0.002324,1.955386,5.049392,-98.300547,-8.124620,171.410618,373.629514,0.005716,-0.914454,-0.404626,-0.000666
27.963907,-0.000740,0.011985,0.074693,-0.032767,-0.111815,0.002314,1.956806,5.048760,-98.382020,-8.071708,171.547194,370.969417,0.005788,-0.914862,-0.403701,-0.000830
27.995317,-0.001596,0.008991,0.074766,-0.020563,-0.074426,0.002302,1.958234,5.047566,-98.476167,-8.010221,171.705760,367.877741,0.005838,-0.915335,-0.402626,-0.000980
28.026728,-0.002014,0.007375,0.074838,-0.004600,-0.024811,0.002290,1.959284,5.045590,-98.569826,-7.948695,171.864276,364.783116,0.005863,-0.915808,-0.401550,-0.001100
28.058138,-0.001927,0.007356,0.074909,0.011603,0.025797,0.002279,1.959882,5.042690,-98.662998,-7.887143,172.022717,361.685557,0.005880,-0.916279,-0.400472,-0.001210
28.089548,-0.001373,0.008808,0.074981,0.024668,0.066772,0.002267,1.960039,5.038908,-98.755686,-7.825579,172.181052,358.585078,0.005907,-0.916750,-0.399392,-0.001327
28.120958,-0.000489,0.011301,0.075052,0.032047,0.090261,0.002256,1.959848,5.034454,-98.847889,-7.764015,172.339258,355.481696,0.005957,-0.917220,-0.398311,-0.001469
28.158144,0.000719,0.014761,0.075135,0.031755,0.090580,0.002242,1.959370,5.028746,-98.956415,-7.691146,172.526361,351.803976,0.006057,-0.917775,-0.397028,-0.001682
28.195329,0.001754,0.017708,0.075219,0.022362,0.063525,0.002228,1.958883,5.023139,-99.064254,-7.618296,172.713250,348.122233,0.006202,-0.918328,-0.395743,-0.001943
28.224547,0.002246,0.019089,0.075284,0.010949,0.030351,0.002218,1.958645,5.019127,-99.148504,-7.561065,172.859956,345.226539,0.006339,-0.918762,-0.394732,-0.002174
28.253765,0.002380,0.019435,0.075348,-0.001407,-0.005563,0.002207,1.958598,5.015593,-99.232326,-7.503839,173.006552,342.328390,0.006484,-0.919195,-0.393719,-0.002413
28.282983,0.002168,0.018778,0.075413,-0.012387,-0.037534,0.002197,1.958747,5.012537,-99.315721,-7.446611,173.153052,339.427798,0.006628,-0.919627,-0.392705,-0.002650
28.312201,0.001681,0.017318,0.075477,-0.020128,-0.060260,0.002186,1.959053,5.009865,-99.398691,-7.389376,173.299469,336.524776,0.006761,-0.920058,-0.391689,-0.002875
28.341419,0.001033,0.015376,0.075540,-0.023454,-0.070389,0.002176,1.959444,5.007412,-99.481240,-7.332130,173.445811,333.619335,0.006876,-0.920489,-0.390673,-0.003079
28.370637,0.000357,0.013335,0.075604,-0.022034,-0.066995,0.002165,1.959827,5.004975,-99.563370,-7.274874,173.592082,330.711489,0.006971,-0.920919,-0.389655,-0.003261
28.413073,-0.000409,0.010951,0.075695,-0.012788,-0.041659,0.002150,1.960181,5.001047,-99.681918,-7.191698,173.804393,326.483912,0.007074,-0.921542,-0.388174,-0.003485
28.455509,-0.000667,0.009973,0.075786,0.000879,-0.003806,0.002135,1.960098,4.996248,-99.799606,-7.108515,174.016520,322.251323,0.007152,-0.922164,-0.386691,-0.003679
28.463996,-0.000648,0.009973,0.075804,0.003586,0.003695,0.002132,1.960019,4.995165,-99.823040,-7.091879,174.058919,321.404207,0.007167,-0.922288,-0.386394,-0.003717
28.472483,-0.000607,0.010035,0.075822,0.006191,0.010915,0.002129,1.959920,4.994043,-99.846441,-7.075245,174.101309,320.556892,0.007182,-0.922412,-0.386097,-0.003755
28.480970,-0.000544,0.010157,0.075840,0.008659,0.017763,0.002126,1.959801,4.992881,-99.869807,-7.058611,174.143690,319.709379,0.007198,-0.922536,-0.385800,-0.003793
28.489458,-0.000460,0.010335,0.075858,0.010953,0.024136,0.002123,1.959663,4.991682,-99.893139,-7.041979,174.186060,318.861667,0.007214,-0.922660,-0.385503,-0.003832
28.497945,-0.000358,0.010565,0.075876,0.013037,0.029935,0.002120,1.959506,4.990449,-99.916437,-7.025347,174.228420,318.013758,0.007230,-0.922784,-0.385205,-0.003871
28.514919,-0.000106,0.011158,0.075912,0.016465,0.039516,0.002114,1.959143,4.987887,-99.962931,-6.992089,174.313108,316.317346,0.007266,-0.923032,-0.384610,-0.003952
28.531893,0.000194,0.011888,0.075948,0.018760,0.046010,0.002108,1.958722,4.985222,-100.009287,-6.958837,174.397752,314.620147,0.007307,-0.923279,-0.384015,-0.004037
28.548868,0.000523,0.012699,0.075984,0.019815,0.049134,0.002102,1.958257,4.982481,-100.055507,-6.925593,174.482350,312.922162,0.007352,-0.923526,-0.383418,-0.004128
28.565842,0.000859,0.013535,0.076020,0.019607,0.048839,0.002096,1.957761,4.979696,-100.101589,-6.892357,174.566901,311.223394,0.007403,-0.923773,-0.382822,-0.004223
28.598198,0.001447,0.015000,0.076087,0.016003,0.039614,0.002084,1.956779,4.974372,-100.189045,-6.829028,174.727935,307.983144,0.007514,-0.924242,-0.381683,-0.004420
28.630553,0.001866,0.016023,0.076154,0.009118,0.021564,0.002073,1.955823,4.969181,-100.275999,-6.765731,174.888799,304.740072,0.007640,-0.924710,-0.380543,-0.004634
28.662909,0.002034,0.016386,0.076221,0.000791,-0.000360,0.002061,1.954953,4.964254,-100.362450,-6.702465,175.049498,301.494195,0.007776,-0.925177,-0.379401,-0.004856
28.695264,0.001934,0.016044,0.076288,-0.006890,-0.020621,0.002050,1.954191,4.959626,-100.448396,-6.639224,175.210042,298.245529,0.007912,-0.925642,-0.378258,-0.005078
28.727619,0.001617,0.015127,0.076354,-0.012153,-0.034571,0.002039,1.953513,4.955240,-100.533842,-6.576007,175.370441,294.994091,0.008042,-0.926107,-0.377113,-0.005292
28.770683,0.001030,0.013462,0.076441,-0.013720,-0.039038,0.002024,1.952638,4.949543,-100.646795,-6.491901,175.583706,290.662343,0.008194,-0.926724,-0.375586,-0.005554
28.813746,0.000512,0.011957,0.076528,-0.009029,-0.027389,0.002009,1.951631,4.943645,-100.758878,-6.407835,175.796724,286.325751,0.008320,-0.927340,-0.374058,-0.005787
28.847658,0.000307,0.011284,0.076596,-0.002637,-0.011321,0.001997,1.950638,4.938632,-100.846539,-6.341667,175.964292,282.907287,0.008407,-0.927824,-0.372852,-0.005955
28.881571,0.000336,0.011201,0.076664,0.004082,0.005585,0.001986,1.949426,4.933207,-100.933671,-6.275535,176.131682,279.485859,0.008490,-0.928306,-0.371644,-0.006118
28.915483,0.000575,0.011646,0.076731,0.009352,0.018873,0.001974,1.948001,4.927392,-101.020276,-6.209449,176.298882,276.061485,0.008576,-0.928787,-0.370435,-0.006283
28.949396,0.000949,0.012430,0.076798,0.011971,0.025591,0.001962,1.946406,4.921282,-101.106354,-6.143415,176.465878,272.634183,0.008672,-0.929267,-0.369224,-0.006457
28.983308,0.001357,0.013307,0.076864,0.011531,0.024771,0.001951,1.944698,4.915010,-101.191903,-6.077436,176.632664,269.203971,0.008779,-0.929746,-0.368011,-0.006641
29.017220,0.001701,0.014036,0.076930,0.008419,0.017406,0.001939,1.942940,4.908710,-101.276922,-6.011517,176.799237,265.770867,0.008898,-0.930223,-0.366797,-0.006836
29.064765,0.001940,0.014475,0.077022,0.001485,0.000818,0.001923,1.940481,4.900022,-101.395223,-5.919199,177.032412,260.952875,0.009077,-0.930890,-0.365091,-0.007121
29.104251,0.001881,0.014226,0.077097,-0.004027,-0.012399,0.001910,1.938478,4.893004,-101.492680,-5.842618,177.225753,256.947279,0.009227,-0.931442,-0.363672,-0.007359
29.143737,0.001642,0.013543,0.077173,-0.007248,-0.020184,0.001897,1.936490,4.886111,-101.589421,-5.766115,177.418820,252.937849,0.009372,-0.931992,-0.362251,-0.007588
29.183222,0.001334,0.012693,0.077247,-0.007203,-0.020282,0.001883,1.934454,4.879199,-101.685453,-5.689692,177.611615,248.924613,0.009505,-0.932541,-0.360828,-0.007805
29.222708,0.001090,0.011986,0.077321,-0.004156,-0.013381,0.001870,1.932291,4.872097,-101.780784,-5.613350,177.804134,244.907599,0.009626,-0.933089,-0.359402,-0.008009
29.262194,0.001009,0.011651,0.077395,0.000529,-0.002699,0.001857,1.929939,4.864672,-101.875419,-5.537098,177.996368,240.886835,0.009741,-0.933634,-0.357975,-0.008203
29.311686,0.001170,0.011833,0.077486,0.005977,0.009744,0.001841,1.926693,4.854848,-101.993060,-5.441660,178.236891,235.841926,0.009883,-0.934316,-0.356182,-0.008444
29.350697,0.001449,0.012322,0.077558,0.007885,0.014184,0.001828,1.923926,4.846756,-102.085026,-5.366550,178.426130,231.861221,0.010003,-0.934851,-0.354767,-0.008639
29.389709,0.001756,0.012877,0.077629,0.007054,0.012514,0.001815,1.921030,4.838488,-102.176319,-5.291550,178.615049,227.876942,0.010132,-0.935385,-0.353350,-0.008842
29.427656,0.001982,0.013261,0.077698,0.004120,0.006199,0.001803,1.918146,4.830400,-102.264474,-5.218707,178.798503,223.997955,0.010266,-0.935902,-0.351969,-0.009047
